median_house_value,predicted
177300,207275.09715515256
362300,313178.76907033485
193500,260801.47163053715
89900,183896.59679618175
217100,281736.17466856795
159900,238878.18945826543
173300,217783.40714038257
179700,153515.26215913292
88600,123263.55724575538
205000,260501.91462801927
54200,125662.1523082642
167200,205169.88438390056
500001,497751.7863659518
154200,221970.5617413259
168800,143875.34451865774
78800,141055.33633346175
147500,207371.7657958829
107000,123005.31498230711
264000,228027.41734977512
165100,211960.5431478505
187800,220485.5934979389
285600,294730.4845523468
358700,251737.78259114473
320200,325208.011368048
126500,116776.43892910526
173300,207708.5367987076
500001,384451.5906061661
207800,224537.149618706
258900,271927.86152343196
363200,318436.610389644
290600,180095.11989464998
342200,266032.7363999936
352700,274381.384903945
163500,192518.86452568503
276000,207158.06931162855
94200,139308.57576501055
166300,285632.8701958975
153800,209241.20863755431
77700,76780.7767278078
95300,153202.38030718916
171900,186598.1556796797
238000,244234.60150158458
164900,189627.0401206101
230600,239073.87785816236
374000,340461.7446866479
199700,197512.71647679337
100000,51168.21855172749
270800,272640.82807281014
121100,184271.42938744117
500001,466642.3788730174
255100,289442.8606106116
231300,186038.45298792003
417000,414510.615956067
174600,242430.42606318413
206900,221290.9557516318
52100,87458.11914483276
150600,202807.33493418622
365600,224310.84590686765
106600,142095.50396592062
238000,253315.85182638583
107000,110664.30366476471
244100,294691.4074577114
88900,79089.51911627535
349600,317367.5112072589
276300,189033.49768287293
171300,219296.52715915238
351600,319769.4201130672
56000,51631.159587893744
232800,219732.49788144187
247600,258080.10853874276
163400,231903.21467472657
161400,170811.46131980844
360600,376661.70778407244
190000,289604.0679158084
130300,128184.38548560468
117100,136030.93007930688
63800,113629.13430644249
210900,267931.07823334483
277700,324138.60160983296
145800,176539.45253182226
194100,201989.38573707192
500001,493160.37742388155
213200,159757.80483811797
288200,284946.3922873256
500001,268510.862501387
178100,212292.39610727847
175700,237662.592636097
500001,469803.3566329756
112500,121773.32838551333
262100,263796.2992076749
317900,267743.1431314952
238800,347772.9685042175
125800,197419.93393107253
500001,392942.1103958404
196100,183982.2587621687
275000,308551.1279743713
59800,38199.696971780475
164600,166986.98203314815
457300,304146.10738899803
71300,80133.22699736201
500001,395265.68661469856
155400,85709.20265655426
160200,241775.8135765795
103200,96849.76824353583
180600,178737.5194929062
75900,106138.78214445553
144300,201226.96121448674
275000,225600.8718097975
137500,130872.80122138633
101200,73546.1780526842
201600,278220.2416388417
311600,263252.0377028454
215200,272300.3719790528
488900,183635.7845910188
109800,182256.88754555632
81000,97956.28116215431
500001,252324.83431707052
438000,347721.5653068556
303800,287014.6052440223
185400,254408.63278344294
339800,247866.51082489578
171400,209576.48469878003
225000,244355.95546812334
249000,303378.277615226
194700,246778.74152649
166100,160528.33983607596
233900,237503.05413620264
98500,179210.9640584666
197500,151973.92196524658
260100,286671.9426874899
157600,144451.80644075706
238800,270274.01651069627
75000,99483.9610095435
496400,336709.93092916167
500001,626709.6785285639
103100,128728.803866056
243800,163707.26710003213
304100,302428.3629001531
168000,183333.88074141837
309100,303661.66837149556
174500,144069.8640058446
290500,264355.56768373575
382500,298584.19004438166
232800,234882.98176877698
500001,284323.1536891107
106300,118251.58109154462
97200,123662.37807542885
209100,215900.68433365168
192200,180342.54737793826
88500,110861.35659869072
129900,174921.71424300285
87400,186436.89290726106
208700,184293.08709951537
237900,272270.75067459245
170200,78857.82703773581
324400,235155.00060867183
106300,200260.52584327428
239700,225977.68552793763
60800,74696.93715629535
81000,95303.18770651573
59200,101980.17675999898
483300,385537.64609868336
369400,307148.6855577102
183100,156271.4507631822
100000,153798.74235484883
123300,169881.02050564485
168900,209875.5836991977
234300,249077.20656253956
120000,148547.17504742378
105500,154955.22720079118
190700,188475.469109553
267900,307767.345613076
396400,295437.47664513433
190400,176706.3441035117
241900,262188.9526182928
253600,245940.8997972156
215900,294433.8518920586
174200,214170.2175516981
99400,175056.2389900541
146200,203110.54188767646
166700,226586.16015681825
103000,181850.40882504146
325400,251130.62167970248
266200,252977.3879789229
164600,189913.88925071532
244700,244799.81443124212
123200,157555.52788301656
500001,332740.0704849318
275000,269896.3323281217
145000,173242.11932333908
500001,518837.61405751755
66000,130748.6843979278
146900,110390.15969809049
126200,144503.7374722877
182100,214804.27072571142
199300,159736.80536661803
281300,270708.4674470595
287600,293207.1260964783
500001,511021.1946203778
300000,269024.3933675452
477700,437678.0976634271
168100,260158.22026509664
114200,153872.390350371
159200,130943.66667393752
177500,256233.35671194934
348600,292192.26741728466
429300,444745.20017288317
214300,100265.7494994574
151200,148255.36326124234
500001,210687.3683197012
170000,180286.5320045921
326100,270738.1532616369
500001,331899.25644352566
151900,161630.37009490884
90300,105981.7193624064
330400,347856.50480697304
324000,252362.94722088013
400000,248638.35326100848
112500,114762.90741639798
59100,129738.70477250255
207600,245661.61306021703
102300,164933.62572684468
276200,245693.0510189999
283300,78109.15800240464
335000,273372.58576974826
58100,109846.53843723558
176700,174169.7062114629
59500,73551.29557918255
106300,155758.06870173413
247600,277801.1504006173
199000,171888.48603451962
238300,227688.28230793952
219600,260929.55046437605
225600,239604.7311708108
500001,503513.4544319301
212200,284879.9812572977
395500,293735.74923094624
64400,89331.78553865037
140700,130086.86040275267
152000,176301.3613140359
275400,220692.5385531684
95800,111029.95664462147
165600,158110.50812021698
156100,140255.40316104004
67500,113552.75369420467
82500,99481.6553199182
340900,334908.7372983757
207100,178429.44155369067
61300,58614.31312081445
154200,135215.42038424374
164700,219386.28832253805
350000,157418.6952048582
77300,44119.27743700356
286700,263232.30139631947
134300,138215.8311058871
140300,156067.35135189598
277800,237636.013747852
96800,169937.41914058995
139700,111447.34920339409
251300,247963.10177521076
500001,268550.4826789006
157900,171157.43089559212
100200,131098.6755120979
127700,155468.77987874014
133700,166363.5998602459
